id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
250,0.012,0.001,0.001,0.026,0.0,0.0,0.0,0.016,0.009,0.001,0.001,0.019,0.041,0.018,0.006,0.028,0.0,0.01,0.012,0.004,0.015,0.001,0.003,0.003,0.002,0.0,0.003,0.0,0.019,0.004,0.002,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.0,0.001,0.0,0.0,0.034,0.048,0.03,0.0,0.019,0.147,0.051,0.07,0.0,0.0,0.0,0.0,0.003,0.004,0.011,0.001,0.007,0.031,0.001,0.0,0.019,0.047,0.003,0.01,0.001,0.007,0.0,0.001,0.001,0.0,0.0,0.017,0.005,0.007,0.0,0.005,0.001,0.001,0.04,0.0,0.0,0.001,0.002,0.009,0.009,0.003,0.01,0.002,0.0,0.0,0.069
251,0.0,0.0,0.002,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.001,0.007,0.011,0.001,0.018,0.0,0.0,0.001,0.007,0.016,0.0,0.0,0.0,0.039,0.0,0.02,0.028,0.061,0.014,0.019,0.0,0.001,0.044,0.0,0.017,0.0,0.002,0.0,0.0,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.021,0.004,0.001,0.002,0.005,0.001,0.003,0.0,0.0,0.0,0.043,0.0,0.01,0.0,0.002,0.0,0.006,0.0,0.0,0.005,0.0,0.0,0.011,0.0,0.017,0.0,0.0,0.0,0.004,0.001,0.016,0.0,0.001,0.009,0.0,0.0,0.0,0.002,0.0,0.508,0.0,0.0
254,0.0,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.002,0.0,0.0,0.0,0.021,0.017,0.001,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.003,0.005,0.0,0.008,0.0,0.014,0.0,0.0,0.0,0.001,0.095,0.0,0.0,0.001,0.001,0.021,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.586,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.011,0.068,0.0,0.001,0.031,0.0,0.0,0.0,0.0,0.043,0.018,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
255,0.0,0.0,0.0,0.0,0.002,0.012,0.001,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.001,0.021,0.001,0.0,0.001,0.0,0.0,0.01,0.006,0.002,0.0,0.002,0.006,0.003,0.0,0.001,0.0,0.01,0.003,0.0,0.001,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.002,0.0,0.0,0.0,0.001,0.002,0.0,0.001,0.005,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.0,0.002,0.004,0.0,0.009,0.004,0.002,0.001,0.002,0.002,0.822,0.0,0.0,0.003,0.0,0.007,0.007,0.001,0.0,0.0,0.0,0.001,0.01,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0
261,0.001,0.002,0.0,0.003,0.001,0.0,0.0,0.007,0.022,0.003,0.019,0.015,0.025,0.031,0.01,0.0,0.002,0.002,0.003,0.001,0.011,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.012,0.025,0.0,0.0,0.001,0.037,0.002,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.002,0.0,0.0,0.001,0.0,0.015,0.003,0.0,0.005,0.007,0.004,0.0,0.0,0.0,0.001,0.026,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.081,0.051,0.522,0.001,0.001,0.001,0.0,0.004
264,0.003,0.002,0.0,0.005,0.002,0.0,0.0,0.02,0.008,0.001,0.012,0.047,0.024,0.056,0.006,0.001,0.0,0.007,0.015,0.001,0.015,0.0,0.002,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.046,0.0,0.001,0.013,0.023,0.003,0.004,0.0,0.0,0.0,0.0,0.001,0.001,0.008,0.0,0.01,0.006,0.0,0.0,0.004,0.0,0.01,0.0,0.0,0.005,0.001,0.004,0.0,0.0,0.0,0.002,0.018,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.165,0.072,0.335,0.002,0.006,0.001,0.0,0.01
266,0.001,0.0,0.005,0.001,0.0,0.0,0.009,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.03,0.0,0.001,0.0,0.012,0.0,0.001,0.017,0.004,0.006,0.011,0.0,0.0,0.005,0.015,0.02,0.001,0.0,0.0,0.004,0.0,0.045,0.01,0.004,0.014,0.011,0.001,0.002,0.017,0.001,0.009,0.0,0.002,0.001,0.0,0.006,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.008,0.005,0.005,0.002,0.009,0.0,0.001,0.0,0.591,0.006,0.01,0.01,0.003,0.007,0.007,0.0,0.0,0.001,0.001,0.0,0.007,0.001,0.008,0.003,0.0,0.001,0.001,0.003,0.003,0.0,0.001,0.006,0.0,0.0,0.0,0.0,0.002,0.02,0.001,0.002
271,0.0,0.0,0.001,0.004,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.001,0.0,0.002,0.0,0.003,0.001,0.006,0.012,0.007,0.0,0.0,0.011,0.029,0.787,0.0,0.002,0.0,0.002,0.0,0.001,0.005,0.004,0.001,0.002,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.006,0.0,0.008,0.001,0.001,0.001,0.0,0.004,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.013,0.004,0.0,0.001,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.018,0.0,0.0,0.0,0.001,0.007,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0
272,0.024,0.019,0.0,0.004,0.001,0.0,0.001,0.013,0.617,0.006,0.012,0.009,0.052,0.007,0.039,0.005,0.024,0.004,0.004,0.001,0.015,0.0,0.002,0.0,0.0,0.002,0.007,0.0,0.002,0.0,0.0,0.001,0.002,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.004,0.0,0.0,0.0,0.005,0.013,0.0,0.0,0.001,0.014,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.002,0.014,0.0,0.01,0.0,0.0,0.002
274,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.001,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.014,0.0,0.0,0.001,0.0,0.008,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.003,0.0,0.0,0.0,0.002,0.0,0.008,0.0,0.02,0.008,0.0,0.011,0.016,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.816,0.0,0.0,0.002,0.001,0.002,0.0,0.0,0.0,0.008,0.0
276,0.006,0.0,0.001,0.025,0.0,0.0,0.002,0.004,0.0,0.002,0.0,0.0,0.002,0.002,0.001,0.002,0.0,0.015,0.008,0.001,0.001,0.0,0.0,0.01,0.004,0.004,0.001,0.001,0.0,0.006,0.006,0.0,0.003,0.002,0.0,0.0,0.0,0.001,0.002,0.001,0.0,0.0,0.004,0.007,0.002,0.008,0.0,0.0,0.001,0.001,0.0,0.0,0.018,0.0,0.007,0.0,0.0,0.0,0.001,0.001,0.597,0.002,0.017,0.0,0.001,0.002,0.0,0.0,0.01,0.006,0.001,0.004,0.0,0.027,0.0,0.003,0.0,0.0,0.0,0.08,0.003,0.023,0.0,0.0,0.001,0.001,0.02,0.0,0.0,0.001,0.004,0.009,0.007,0.0,0.002,0.001,0.009,0.0,0.006
277,0.0,0.0,0.008,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.0,0.004,0.0,0.003,0.007,0.001,0.003,0.021,0.0,0.0,0.004,0.0,0.002,0.0,0.008,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.041,0.007,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.001,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.003,0.016,0.0,0.001,0.052,0.003,0.585,0.0,0.009,0.002,0.0,0.0,0.0,0.002,0.001,0.004,0.0,0.001
279,0.001,0.0,0.005,0.006,0.0,0.0,0.589,0.0,0.013,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.005,0.0,0.012,0.004,0.0,0.008,0.008,0.001,0.0,0.002,0.0,0.053,0.0,0.026,0.0,0.0,0.003,0.0,0.01,0.0,0.001,0.0,0.0,0.008,0.028,0.006,0.002,0.0,0.0,0.009,0.0,0.0,0.0,0.002,0.0,0.006,0.0,0.005,0.0,0.002,0.0,0.0,0.016,0.0,0.001,0.001,0.002,0.029,0.016,0.0,0.002,0.019,0.001,0.007,0.0,0.006,0.004,0.0,0.004,0.001,0.002,0.003,0.017,0.0,0.001
281,0.0,0.0,0.009,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.007,0.0,0.004,0.018,0.011,0.01,0.056,0.0,0.0,0.005,0.0,0.0,0.0,0.001,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.011,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.0,0.0,0.003,0.0,0.013,0.0,0.004,0.004,0.0,0.0,0.0,0.001,0.002,0.004,0.0,0.0
284,0.004,0.0,0.052,0.017,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0,0.006,0.001,0.005,0.0,0.004,0.004,0.009,0.002,0.033,0.001,0.012,0.002,0.02,0.007,0.014,0.005,0.019,0.338,0.0,0.033,0.028,0.037,0.026,0.02,0.001,0.05,0.003,0.009,0.007,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.002,0.0,0.0,0.005,0.0,0.004,0.003,0.022,0.009,0.002,0.0,0.0,0.005,0.005,0.005,0.006,0.003,0.002,0.013,0.005,0.0,0.0,0.001,0.001,0.001,0.005,0.0,0.019,0.001,0.0,0.029,0.0,0.001,0.001,0.0,0.0,0.014,0.0,0.0,0.0,0.009,0.001,0.027,0.0,0.0
285,0.004,0.0,0.078,0.031,0.0,0.0,0.012,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.032,0.0,0.003,0.001,0.002,0.0,0.003,0.0,0.001,0.009,0.004,0.0,0.002,0.008,0.022,0.044,0.0,0.013,0.015,0.094,0.0,0.019,0.028,0.021,0.015,0.035,0.002,0.015,0.018,0.002,0.009,0.0,0.0,0.001,0.002,0.011,0.0,0.0,0.0,0.001,0.002,0.0,0.003,0.004,0.003,0.005,0.042,0.004,0.001,0.0,0.002,0.001,0.017,0.029,0.032,0.002,0.003,0.001,0.01,0.0,0.0,0.004,0.001,0.0,0.009,0.0,0.033,0.001,0.0,0.004,0.011,0.005,0.007,0.0,0.001,0.164,0.0,0.0,0.0,0.006,0.001,0.031,0.0,0.002
287,0.001,0.0,0.0,0.007,0.0,0.0,0.001,0.002,0.0,0.003,0.0,0.0,0.002,0.002,0.0,0.002,0.0,0.001,0.013,0.0,0.0,0.001,0.006,0.015,0.005,0.005,0.0,0.003,0.008,0.005,0.004,0.0,0.002,0.003,0.001,0.0,0.002,0.001,0.0,0.0,0.001,0.0,0.003,0.007,0.003,0.008,0.0,0.0,0.001,0.001,0.0,0.0,0.02,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.5,0.001,0.145,0.0,0.0,0.004,0.006,0.0,0.004,0.0,0.003,0.002,0.0,0.02,0.0,0.001,0.0,0.002,0.0,0.067,0.003,0.013,0.0,0.0,0.0,0.001,0.011,0.0,0.0,0.002,0.003,0.061,0.002,0.0,0.0,0.0,0.005,0.001,0.002
292,0.005,0.001,0.0,0.001,0.0,0.0,0.015,0.015,0.004,0.0,0.0,0.013,0.016,0.015,0.001,0.002,0.0,0.673,0.001,0.01,0.004,0.0,0.0,0.001,0.003,0.0,0.001,0.001,0.0,0.001,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.006,0.007,0.0,0.012,0.017,0.003,0.003,0.0,0.01,0.001,0.003,0.001,0.0,0.004,0.006,0.002,0.006,0.001,0.003,0.001,0.0,0.001,0.001,0.002,0.003,0.004,0.002,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.02,0.001,0.001,0.001,0.007,0.023,0.0,0.0,0.013,0.004,0.013,0.0,0.0,0.006,0.002,0.0,0.0,0.004
293,0.001,0.004,0.001,0.0,0.002,0.005,0.0,0.001,0.0,0.003,0.007,0.0,0.0,0.001,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.033,0.002,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.008,0.007,0.0,0.007,0.003,0.039,0.001,0.0,0.003,0.0,0.071,0.0,0.0,0.003,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.001,0.012,0.0,0.006,0.0,0.0,0.0,0.001,0.001,0.031,0.291,0.0,0.012,0.024,0.0,0.0,0.0,0.0,0.083,0.015,0.0,0.0,0.0,0.041,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.038,0.001
295,0.0,0.0,0.001,0.002,0.0,0.01,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.008,0.605,0.0,0.001,0.0,0.019,0.001,0.0,0.002,0.0,0.0,0.0,0.003,0.001,0.001,0.001,0.026,0.001,0.012,0.0,0.001,0.0,0.0,0.001,0.006,0.006,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.07,0.0,0.008,0.001,0.0,0.0,0.011,0.001,0.0,0.002,0.0,0.04,0.001,0.0,0.0,0.001,0.0,0.003,0.006,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.002,0.082,0.0
296,0.0,0.0,0.0,0.001,0.0,0.005,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.0,0.001,0.005,0.0,0.0,0.0,0.0,0.007,0.009,0.0,0.0,0.0,0.011,0.007,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.004,0.0,0.009,0.001,0.069,0.0,0.0,0.001,0.003,0.535,0.0,0.0,0.005,0.003,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.015,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.005,0.029,0.0,0.014,0.032,0.0,0.0,0.0,0.0,0.062,0.012,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0
297,0.0,0.004,0.0,0.002,0.002,0.002,0.0,0.015,0.002,0.0,0.005,0.0,0.001,0.001,0.009,0.001,0.002,0.003,0.0,0.0,0.0,0.021,0.001,0.0,0.002,0.001,0.045,0.075,0.0,0.0,0.0,0.253,0.075,0.005,0.0,0.001,0.001,0.002,0.0,0.0,0.0,0.003,0.026,0.0,0.135,0.0,0.003,0.0,0.0,0.004,0.003,0.005,0.001,0.0,0.007,0.003,0.0,0.002,0.0,0.0,0.002,0.002,0.026,0.0,0.006,0.0,0.096,0.0,0.01,0.001,0.0,0.0,0.007,0.003,0.0,0.011,0.0,0.012,0.001,0.001,0.001,0.002,0.0,0.012,0.024,0.0,0.003,0.0,0.002,0.0,0.0,0.005,0.001,0.0,0.005,0.001,0.0,0.041,0.002
299,0.0,0.0,0.005,0.01,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.004,0.0,0.005,0.0,0.005,0.001,0.002,0.0,0.0,0.0,0.0,0.075,0.0,0.066,0.045,0.154,0.499,0.016,0.002,0.004,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.002,0.0,0.002,0.005,0.002,0.001,0.0,0.001,0.004,0.0,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.003,0.0,0.004,0.002,0.0,0.0,0.001,0.0,0.002,0.0,0.001,0.0,0.0,0.003,0.0,0.0,0.0,0.037,0.0,0.0
300,0.009,0.0,0.006,0.0,0.001,0.001,0.003,0.002,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.004,0.0,0.004,0.001,0.0,0.021,0.004,0.008,0.445,0.036,0.032,0.0,0.0,0.024,0.024,0.051,0.001,0.0,0.003,0.01,0.001,0.003,0.007,0.016,0.002,0.001,0.0,0.0,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.001,0.028,0.0,0.003,0.002,0.0,0.002,0.0,0.001,0.006,0.02,0.024,0.001,0.001,0.02,0.001,0.01,0.01,0.001,0.012,0.01,0.004,0.011,0.0,0.0,0.0,0.001,0.0,0.022,0.003,0.017,0.0,0.0,0.0,0.002,0.002,0.002,0.0,0.0,0.005,0.001,0.003,0.0,0.0,0.0,0.043,0.0,0.002
301,0.001,0.001,0.0,0.005,0.002,0.002,0.001,0.001,0.0,0.0,0.0,0.002,0.002,0.001,0.0,0.004,0.0,0.001,0.004,0.0,0.001,0.003,0.018,0.159,0.106,0.022,0.0,0.001,0.094,0.142,0.022,0.0,0.001,0.002,0.003,0.0,0.003,0.003,0.001,0.003,0.001,0.0,0.0,0.008,0.0,0.001,0.0,0.0,0.0,0.003,0.001,0.001,0.02,0.002,0.008,0.006,0.0,0.0,0.0,0.0,0.018,0.012,0.056,0.0,0.001,0.005,0.001,0.013,0.039,0.002,0.013,0.003,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.09,0.003,0.011,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.006,0.0,0.014,0.0,0.0,0.0,0.021,0.0,0.0
305,0.005,0.0,0.552,0.009,0.001,0.002,0.003,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.002,0.0,0.001,0.004,0.002,0.005,0.0,0.007,0.002,0.001,0.003,0.004,0.003,0.002,0.036,0.001,0.003,0.024,0.041,0.015,0.025,0.0,0.012,0.004,0.001,0.016,0.0,0.001,0.0,0.0,0.004,0.0,0.006,0.0,0.0,0.0,0.0,0.02,0.009,0.01,0.009,0.009,0.001,0.001,0.002,0.003,0.003,0.0,0.001,0.004,0.003,0.001,0.004,0.006,0.0,0.0,0.012,0.001,0.0,0.004,0.0,0.016,0.001,0.0,0.005,0.004,0.001,0.007,0.0,0.002,0.012,0.002,0.0,0.0,0.002,0.002,0.039,0.002,0.0
308,0.005,0.008,0.001,0.01,0.0,0.001,0.0,0.003,0.005,0.001,0.004,0.0,0.029,0.001,0.007,0.0,0.003,0.002,0.0,0.014,0.005,0.002,0.0,0.0,0.0,0.0,0.024,0.01,0.0,0.0,0.0,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.664,0.019,0.001,0.001,0.003,0.0,0.012,0.017,0.001,0.02,0.002,0.0,0.001,0.009,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.006,0.0,0.002,0.001,0.0,0.007,0.0,0.001,0.0,0.001,0.001,0.0,0.004,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.004,0.016,0.011,0.0,0.0,0.0,0.0,0.0,0.005,0.001,0.0,0.025,0.01,0.002,0.005,0.001
312,0.002,0.0,0.003,0.005,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.002,0.0,0.0,0.003,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.006,0.0,0.003,0.001,0.001,0.01,0.004,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.0,0.001,0.0,0.002,0.004,0.001,0.002,0.0,0.0,0.002,0.003,0.002,0.0,0.0,0.001,0.014,0.001,0.0,0.0,0.0,0.0,0.012,0.782,0.001,0.002,0.0,0.001,0.0,0.001,0.022,0.009,0.0,0.004,0.0,0.01,0.0,0.001,0.001,0.0,0.0,0.008,0.001,0.015,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.002,0.023,0.0,0.003,0.0,0.0,0.0,0.013,0.0,0.002
313,0.0,0.0,0.002,0.005,0.0,0.001,0.001,0.002,0.0,0.002,0.0,0.002,0.001,0.0,0.0,0.001,0.0,0.002,0.029,0.0,0.0,0.001,0.013,0.043,0.594,0.002,0.0,0.0,0.053,0.025,0.009,0.0,0.0,0.002,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.031,0.001,0.001,0.004,0.0,0.0,0.0,0.002,0.01,0.01,0.022,0.0,0.0,0.002,0.001,0.001,0.005,0.0,0.025,0.006,0.002,0.021,0.0,0.004,0.001,0.0,0.0,0.016,0.003,0.002,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0.002,0.004,0.005,0.001,0.0,0.0,0.011,0.002,0.003
316,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.001,0.003,0.002,0.01,0.088,0.001,0.0,0.0,0.023,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.041,0.0,0.014,0.0,0.0,0.0,0.001,0.014,0.0,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.011,0.001,0.069,0.001,0.003,0.0,0.0,0.0,0.019,0.0,0.002,0.011,0.0,0.058,0.003,0.0,0.0,0.001,0.0,0.017,0.003,0.0,0.0,0.0,0.023,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.445,0.0
318,0.0,0.0,0.002,0.004,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.09,0.0,0.0,0.001,0.0,0.001,0.001,0.015,0.012,0.018,0.008,0.0,0.0,0.218,0.419,0.023,0.0,0.001,0.0,0.004,0.0,0.004,0.006,0.004,0.003,0.001,0.0,0.001,0.007,0.0,0.002,0.0,0.0,0.001,0.0,0.002,0.0,0.006,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.012,0.01,0.002,0.003,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.045,0.001,0.004,0.0,0.0,0.0,0.001,0.012,0.0,0.0,0.001,0.011,0.0,0.001,0.0,0.0,0.0,0.013,0.0,0.001
320,0.002,0.0,0.001,0.006,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.071,0.0,0.0,0.008,0.0,0.002,0.001,0.005,0.021,0.016,0.005,0.0,0.0,0.57,0.146,0.005,0.0,0.007,0.001,0.005,0.0,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.008,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.022,0.007,0.003,0.0,0.001,0.0,0.0,0.003,0.007,0.005,0.014,0.001,0.0,0.005,0.0,0.001,0.001,0.0,0.0,0.025,0.002,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001
